100;81.68612;2.787874
200;107.56643;8.028341
300;175.42993;4.379601
400;405.05255;1.319311
500;656.3166;3.993858
600;1612.3372;2.178895
700;2148.608;1.812396
800;3755.5732;2.853733
900;5176.974;4.462566
1000;7406.959;5.302905
1100;8638.96;5.21994
1200;12531.167;7.443739
1300;15275.271;4.696065
1400;20521.102;10.279938
1500;20724.418;7.003256
1600;25991.768;10.62035
1700;39056.2;15.059394
1800;27956.973;4.183735
1900;22803.838;4.78972
2000;27315.262;5.1652
