4;0.0624;0.011084
5;0.044338;0.008211
6;0.090316;0.010263
7;0.11618;0.014368
8;0.166674;0.01519
9;0.263149;0.019705
10;0.367834;0.0234
11;0.489761;0.035305
12;0.591572;0.031611
13;0.677783;0.029148
14;0.750857;0.034895
15;0.944626;0.038179
16;1.188891;0.06199
17;1.562472;0.050084
18;1.734483;0.073895
19;2.537066;0.081284
20;2.370392;0.064042
21;3.13767;0.099758
22;4.034675;0.10838
23;7.274156;0.118232
24;0.66013;0.207317
25;0.810383;0.129317
26;2.952521;0.144096
27;1.005385;0.146149
28;1.236102;0.154358
29;2.030064;0.173654
30;1.004153;0.181864
31;0.942163;0.191717
32;0.655204;0.153127
33;0.627698;0.160927
34;1.049311;0.221275
35;1.052596;0.229896
36;0.099347;0.199107
37;0.146559;0.268075
38;0.157643;0.281212
39;0.177759;0.289013
40;0.18597;0.307896
41;0.197464;0.32637
42;0.152717;0.253707
43;0.16298;0.266022
44;0.172422;0.291064
45;0.183506;0.209369
46;0.208959;0.139169
47;0.332118;0.066096
48;0.317749;0.042695
49;0.240159;0.03859
50;0.259043;0.043926
51;0.428592;0.078411
52;0.41915;0.076359
53;0.470055;0.089085
54;0.484834;0.084158
55;0.490171;0.078001
56;0.555446;0.093601
57;0.588287;0.091138
58;0.402728;0.079643
59;1.340786;0.231949
60;0.464719;0.139169
61;0.461434;0.057885
62;0.494277;0.18679
63;0.693383;0.149432
64;0.532456;0.166264
65;0.883868;0.240569
66;0.921226;0.240569
67;0.883047;0.437213
68;1.136343;0.030789
69;1.062448;0.029558
70;1.057522;0.0312
71;1.012364;0.022579
72;1.066142;0.031201
73;1.140859;0.033253
74;1.252523;0.033664
75;1.094469;0.035306
76;1.647041;0.039
77;1.525935;0.039
78;1.415503;0.042695
79;1.493913;0.029148
80;1.058753;0.026274
81;1.101859;0.024632
82;1.166722;0.025453
83;1.205722;0.025042
84;1.257859;0.027916
85;1.287828;0.026684
86;1.31985;0.026684
87;1.39005;0.033664
88;1.580124;0.038589
89;1.729967;0.044748
90;4.461624;0.034074
91;1.872421;0.043927
92;1.702462;0.034484
93;2.463993;0.050906
94;2.411035;0.062811
95;2.730426;0.048032
96;2.595362;0.047621
97;2.591667;0.050905
98;3.140133;0.0546
99;2.463992;0.039
100;2.092875;0.037358
101;2.513666;0.065684
102;2.868773;0.036948
103;2.962785;0.055832
104;3.116733;0.060348
105;3.865537;0.059526
106;12.323247;0.070611
